adoption_rate_per_1k_pop,log_adoption_rate_pop,total_capacity_kw_weighted,median_household_income,homeownership_rate,single_family_home_pct,pct_bachelors_or_higher,pct_white_non_hispanic,pct_black,pct_hispanic,avg_household_size,population_density,urbanicity,has_net_metering,has_solar_incentive,total_solar_programs,avg_daily_sunlight
0.007475359244407118,-4.046963433453704,3.100740740740741,55979.0,78.5427423981641,75.51307461159772,18.269796289365342,92.16304694985628,0.35931012456084316,2.846534653465347,2.37,45.21634272572519,Rural,1.0,1.0,10.0,16272.75
0.0014837193332214776,-4.466824956832019,0.052794072244519916,50509.0,79.19799498746866,71.20622568093385,16.24790619765494,83.74048858630357,13.135762915498598,0.30703510879722334,2.65,12.528641434329582,Rural,1.0,1.0,10.0,16798.57
0.0008127080919719302,-4.5270331614090376,0.21712439418416804,51212.0,71.46814404432132,71.63516165685363,18.16560334773959,79.76236105787659,11.00517439632043,4.551552318896128,2.49,37.817280496886305,Rural,1.0,1.0,10.0,16303.8
0.04956761941015152,-2.8206431510383245,34.830783301843006,60362.0,74.24110637557624,75.92222352895057,19.30261218374695,80.18653770232925,1.161337018028688,8.14251875246743,2.61,102.12525765662247,Rural,1.0,1.0,10.0,16320.97
0.0021385520995097266,-4.411368767390361,0.30322209436133485,47012.0,66.06376456161864,71.98258804907005,14.834205933682373,71.83022600563515,18.410167256159703,2.200107907199808,2.53,27.0655732917098,Rural,1.0,1.0,10.0,16482.93
0.015872889897699225,-3.6545595805693467,13.15,65071.0,61.58474194736626,68.08104120161931,33.19694072657744,77.66922484742184,11.731652923389497,5.515035594955595,2.47,194.67340705113844,Rural,1.0,1.0,10.0,16377.75
0.05284986642652405,-2.7670064692222196,5.5159567981876165,51919.0,74.03314917127072,76.64817442910592,13.161375661375663,85.55168408826945,0.24970963995354242,3.1823461091753775,2.45,28.27739434156531,Rural,1.0,1.0,10.0,16350.74
0.08170602173380177,-2.3891672341134633,2.68,38941.0,84.69217970049917,72.85300739787714,15.721304153640018,92.7445052700384,0.2206062586812648,1.699485252063077,2.51,19.804399395463385,Rural,1.0,1.0,10.0,16205.99
0.08702926578756232,-2.33274263683368,52.94423087983396,55409.0,69.2312965586582,67.61270686703443,26.246503208820144,79.76654474225981,7.782175051468091,7.174551777897703,2.25,147.66792352589596,Rural,1.0,1.0,10.0,16403.04
0.10903227565036705,-2.1283605986925105,6.763291139240507,72512.0,79.5255212077642,70.8359681295055,20.930598129372,91.42510076748937,2.5895864391806085,2.7055380707857104,2.58,28.661724862633882,Rural,1.0,1.0,10.0,16656.02
0.05536415840638153,-2.7277812073456014,13.717271230020174,47654.0,69.62704588140596,69.05997094832954,14.595616024187452,51.921326726665995,29.719890787743957,14.940843361310547,2.61,27.197469746974697,Rural,1.0,1.0,10.0,16685.9
0.00298232276869838,-4.344166633893123,0.7887443267776096,52644.0,77.37377076274689,71.5758468335788,15.784428142714239,81.14175366604309,11.456761812805503,3.991913583971999,2.55,53.89433834625592,Rural,1.0,1.0,10.0,16568.21
0.0734052104369538,-2.484044496305699,3.0899484240009,44492.0,71.19365447862256,74.37520285621552,16.67855444602948,62.869065427919054,20.754271317219118,12.27462404535076,2.42,21.62490720750785,Rural,1.0,1.0,10.0,16446.59
0.019215904723658018,-3.5330420356764156,12.13037037037037,56009.0,67.62659317946952,68.07646356033453,16.871032606552852,82.91448058761804,1.5503672612801678,8.690975865687303,2.56,49.914103745914694,Rural,1.0,1.0,10.0,16330.06
0.004733330017715688,-4.217643003608541,0.6749136939010357,41215.0,65.27732195602232,78.58148043906557,13.255930504510523,75.63040238450075,14.7123695976155,3.070044709388972,2.37,26.475234804951302,Rural,1.0,1.0,10.0,16462.47
0.00038955902950426225,-4.566953916590327,0.08817536276628589,48552.0,63.211966795430264,71.55975252360794,20.641171105030146,37.20431742170873,56.126482213438734,2.479477044694436,2.47,75.4058596015801,Rural,1.0,1.0,10.0,16702.71
0.011953355875074413,-3.818835263899895,1.271764705882353,44808.0,71.65322981984671,77.14136943504296,18.077367205542725,77.42171834027457,1.4653709702298319,13.647231220114145,2.5,39.232060999409974,Rural,1.0,1.0,10.0,16294.07
0.00011883725117633528,-4.593356517852704,0.009920039365235575,37237.0,77.18408736349454,68.95939086294416,9.210233592880979,57.687972951215585,35.83963934954114,0.7889228787634841,2.38,11.73055421249849,Rural,1.0,1.0,10.0,16940.63
0.00015572565468817146,-4.589717628630977,0.00243870112657389,36860.0,61.2268080272624,74.31885621796602,6.865177832919768,38.43261661379391,54.576430501703676,2.9256256609094113,2.64,14.189564309853003,Rural,1.0,1.0,10.0,16566.51
0.07624376995297318,-2.450577458108852,4.6957394257486875,51667.0,78.39681637293917,65.30241018644838,10.876441179471483,61.84636742248959,28.412771864877374,4.9282739472466455,2.43,23.175671086357347,Rural,1.0,1.0,10.0,16804.55
0.04726332627042611,-2.860094890352733,4.654844778419429,54237.0,76.68552569542668,83.58942839582053,15.548980933596319,88.4180790960452,1.7090395480225988,3.3286252354048966,2.44,29.952828525697523,Rural,1.0,1.0,10.0,16385.3
0.11128206044208247,-2.1096363680991237,4.103493658654016,53888.0,79.0471712897665,78.24392778282893,12.83851554663992,72.42837012682011,0.19375293565054014,6.082667919210897,2.65,20.41623613405287,Rural,1.0,1.0,10.0,16140.72
0.0011559275842731379,-4.495784300428968,0.10954265724394444,46953.0,83.4703947368421,78.72804738646991,15.438973807512097,92.19957835558678,0.18739751698289997,2.6118528929491682,2.32,28.622288375086743,Rural,1.0,1.0,10.0,16205.13
0.5587198534028741,-0.5643673151277274,20.184569495313177,47395.0,72.4171859626107,81.3245678110543,14.25291754352401,92.57142857142857,0.15331010452961671,1.7142857142857144,2.33,8.738533339179321,Rural,1.0,1.0,10.0,16203.37
0.10524517349244704,-2.160693476572793,15.314819069500286,51000.0,75.87378640776699,69.3363414175597,19.56000564095332,84.00117855038303,3.849931251227657,7.866823806717738,2.42,16.96053037054311,Rural,1.0,1.0,10.0,16489.43
0.25040420845349626,-1.345520207282557,17.094549846695223,49252.0,82.1537290715373,77.0913237275837,17.201919527500923,86.74798428778169,0.09303287161463718,6.8482530494107925,2.44,22.58069786820846,Rural,1.0,1.0,10.0,16190.42
0.015666614444618518,-3.6625641804238853,6.58,54606.0,71.23333194865617,73.68771501498169,24.636144578313253,81.28466238445871,2.2230925896913676,10.62666457778474,2.52,78.70996063885408,Rural,1.0,1.0,10.0,16266.4
0.025196984534080067,-3.346794866693135,50.58214320541138,60385.0,57.74875629230524,66.02285446547101,37.361053094629916,48.69945782543633,36.71847780042061,8.202050888710085,2.31,526.0639321910529,Suburban,1.0,1.0,10.0,16550.3
0.04391708966371807,-2.920307788914205,1.8375612988734262,41784.0,55.234107346783404,68.11019513722216,12.903425633401474,39.50747581354441,54.81970096745822,3.342128408091469,2.51,35.82320915461007,Rural,1.0,1.0,10.0,16539.47
0.04884131655593228,-2.8329110083134244,32.594881587977056,76534.0,76.43832301518482,74.94472821529314,28.499603980853333,79.36273106169068,8.250612452674112,6.9803696987051,2.51,173.76809911598363,Rural,1.0,1.0,10.0,16503.48
0.00564315656605732,-4.157721737754942,0.10949139041817968,45955.0,73.89865036923861,74.53314180176483,10.828025477707007,83.61622116068706,1.5042179083240168,7.805671308059763,2.48,11.019768158145265,Rural,1.0,1.0,10.0,16395.35
0.12468210533689357,-2.004838052669377,1.764226854095977,41978.0,75.1310615989515,75.81020970133446,13.688610240334379,88.18216511894161,0.07632616715430607,2.188016791756774,2.55,11.805448136973835,Rural,1.0,1.0,10.0,16201.7
0.009920450615233483,-3.9160084058348805,1.6670852981208606,38531.0,75.55421201128577,74.72140762463343,15.382932166301968,90.28379028379028,0.10421677088343755,2.132435465768799,2.49,20.569223665985092,Rural,1.0,1.0,10.0,16236.48
0.026063386155129275,-3.3224771622565066,11.28,50221.0,72.93223140495869,71.45153512297058,18.91933145081279,59.65127189324437,32.21955796497081,4.563698915763136,2.5,36.92543406729306,Rural,1.0,1.0,10.0,16986.02
0.060203962051761165,-2.656350530059242,12.280452342487884,47266.0,78.01827125790584,70.5985191279309,15.780619111709287,91.93022088353415,0.633785140562249,3.344628514056225,2.21,22.45867215355779,Rural,1.0,1.0,10.0,16275.59
0.05522130589557424,-2.729969085890199,88.27634533064912,66426.0,55.56160767595085,66.67862058270495,34.614288674748735,62.72497349749665,3.1409933177957856,18.348864263508336,2.55,267.5266875564289,Suburban,1.0,1.0,10.0,16165.61
0.14372668529818053,-1.8725790241311053,7.521864211737629,49982.0,65.74645840900835,70.26283618581907,15.890850722311397,69.49813220724378,27.123599155432842,0.584700341075199,2.19,10.50731006377427,Rural,1.0,1.0,10.0,16505.67
0.049210335227401314,-2.8266591707858204,10.509463763126183,58870.0,67.5152117223395,73.5268817204301,14.317901010247839,73.80539737558803,1.728150532309978,20.866551126516462,2.47,21.706044587945218,Rural,1.0,1.0,10.0,16386.41
46.52801935854221,3.84026959913747,420052.76204043906,126240.0,54.072299394554534,60.01211302530734,51.46936470398402,28.236041185290826,9.627536927592802,23.320635201207786,2.73,2240.055379349903,Urban,1.0,1.0,179.0,19159.13
1.709357347381898,0.5419505857632398,17.52483856573959,110781.0,80.97251585623678,73.40894770006301,42.10526315789473,58.584070796460175,0.0,14.690265486725664,3.42,2.295690332367202,Rural,1.0,1.0,179.0,18911.65
107.14801880713492,4.6743045563302,30796.376967669796,81526.0,80.0634881115399,86.46862942015963,22.443391582574453,73.68934168514953,1.9035316483462916,15.50366813717127,2.35,69.00443166242,Rural,1.0,1.0,179.0,18777.3
104.2423044084707,4.646813965072216,176453.10528222154,68574.0,58.27554799927136,64.51368781258225,31.720564273446563,66.60953835871484,1.6947534253115004,19.49157397240655,2.47,127.99956003397516,Rural,1.0,1.0,179.0,18373.4
120.31837567152398,4.790224469410434,42715.15923282505,79877.0,84.36609487623625,88.61089959751986,22.185801535272034,77.39754321121862,1.1501250135884336,13.921078378084575,2.54,45.09242992266788,Rural,1.0,1.0,179.0,18894.23
84.9614791197866,4.442315660417036,14418.700804808372,75149.0,62.22877042593089,83.35172244697806,14.523979957050823,31.372459465631426,1.4204156200045672,62.292760904316054,2.89,19.027895703319516,Rural,1.0,1.0,179.0,18724.46
79.04705739912512,4.37016983733176,584233.2011956093,125727.0,67.65477503388702,76.14144894921293,44.91015896659383,39.257639966318195,8.167665124352324,27.27597554108715,2.79,1620.120631165469,Urban,1.0,1.0,179.0,18949.07
0.25647601949217746,-1.322471022568763,48.746867793112344,66780.0,71.20881405259328,63.786303334528505,20.974160076562736,61.070604184223065,2.949474224160041,19.602095775473565,2.59,27.124772163044796,Rural,1.0,1.0,179.0,17308.91
129.7813505861292,4.865928165579182,181622.7532365922,106190.0,76.38505527014355,82.61473827155254,38.82410175418806,74.12779057613405,0.7914757747050166,14.160240042849937,2.51,112.59771840587034,Rural,1.0,1.0,179.0,18700.46
98.13645846979706,4.586460837237002,733746.9135877481,71434.0,55.41697836188513,70.43125352701584,23.854495908489586,27.001774437041075,4.155502335617575,54.10936302057399,3.08,169.87024835429344,Rural,1.0,1.0,179.0,19368.97
89.38401329420464,4.493053714547977,20924.790220456587,70487.0,63.06463177302059,71.85819739360248,16.482336518844626,48.62523145721972,0.5520036334416378,44.13234112427069,2.91,21.783635522326264,Rural,1.0,1.0,179.0,18534.71
32.88528062009912,3.4933292012843413,27467.945250586454,61135.0,56.26845001640002,74.28343313373253,32.085138242686774,70.23807765585077,1.1246658494439439,13.841586790530064,2.39,37.953209408566366,Rural,1.0,1.0,179.0,17788.95
3.8423281910605165,1.3486776904780242,5646.299720547343,56393.0,56.77667676684956,64.80847142285823,16.100269483279376,9.421199092120744,2.1944133081268578,85.5793306899994,3.51,42.945227525716504,Rural,1.0,1.0,179.0,20774.77
46.15597793217684,3.8322431184114,5199.9164767107,72432.0,67.09579704657327,63.54736842105263,31.819817226739584,59.00122320906238,0.5956496303781311,23.767483912141678,2.28,1.8439265210530553,Rural,1.0,1.0,179.0,19768.63
99.854948490086,4.603818758121538,669517.2566661144,67660.0,59.81216419819768,74.95705807587338,18.573575991839803,30.65112973716902,4.828691402881925,55.73787417635345,3.15,111.92004890669853,Rural,1.0,1.0,179.0,19911.45
87.65978879152864,4.4735773564670875,100144.10884730105,68750.0,54.81982805926467,75.85180426169825,13.919095714061436,28.784270104037162,5.982464175881699,57.48871294902833,3.19,109.8728083670987,Rural,1.0,1.0,179.0,19627.67
69.49886657199572,4.241454321009026,37150.22253315802,58738.0,70.93384918828706,72.53654693472615,17.743946050883824,65.2548467104008,1.9284110421344605,23.751449243458225,2.55,54.29047663817981,Rural,1.0,1.0,179.0,18842.96
1.3760083028615333,0.3264278912703552,479.20766237970406,64395.0,68.21192052980133,75.17168083714846,13.212723998971104,61.3625429002149,7.473457997883055,22.539051223658465,2.64,6.865110498618368,Rural,1.0,1.0,179.0,18264.21
21.048400316072243,3.047299545419716,1400988.9214306404,87760.0,46.07934980682863,54.12813279162404,35.470992419092156,25.154568160573398,7.542834850634712,48.26536395839083,2.85,2425.5687955852923,Urban,1.0,1.0,179.0,20247.91
106.33577436919853,4.66669580761002,123177.24305805548,75496.0,65.52692471862153,81.91709021601017,17.12878493305018,30.853328295232696,2.422066880785944,60.35329680710372,3.42,74.30795191954019,Rural,1.0,1.0,179.0,19186.09
65.43228616152477,4.181168626915395,104644.1496752576,142785.0,63.88213292506856,70.65260146611836,60.45916621480051,66.56850810581028,2.142484493652542,18.98556605414179,2.44,497.4901036449732,Suburban,1.0,1.0,179.0,18309.92
80.1277265806356,4.3837467367077325,12100.155062363476,65378.0,74.73053892215569,77.20498162515312,30.861708482676224,76.37749120750293,1.2661195779601406,13.722157092614303,2.01,11.774937191132217,Rural,1.0,1.0,179.0,19139.58
32.642432941076294,3.4859193687525933,20915.694895056044,64688.0,60.873589817761065,75.77298469695144,24.923685784847603,62.12172992757058,0.8257174040062176,26.94330220816016,2.56,25.866550397555386,Rural,1.0,1.0,179.0,18535.76
55.63769263139267,4.019040614712697,120150.4334541501,65044.0,53.3029962768158,75.70025666778261,14.780215294542995,24.262859903990588,2.721667244403828,62.66207278087656,3.32,147.36656890285056,Rural,1.0,1.0,179.0,19468.78
2.639673680072935,0.9744364928207095,226.6264065119363,56648.0,77.32843137254902,80.83368244658567,23.004038521279902,75.20240573675689,0.8327550312283136,15.278741614619475,2.48,2.1898403665639794,Rural,1.0,1.0,179.0,17762.18
25.066428182386094,3.221928288652209,2041.3281159882326,86953.0,69.17225140373121,48.342136150234744,34.32124352331606,65.54028400030374,0.09112309211025894,26.676285215278305,2.3,4.319257018259676,Rural,1.0,1.0,179.0,18989.93
41.619471162846764,3.728808357855641,100896.06499381684,94486.0,52.279508656074405,69.73987100698885,27.883727092389556,27.604546685205833,2.0156756930390927,60.97459124345508,3.16,132.80665797609666,Rural,1.0,1.0,179.0,19875.9
66.99126461964258,4.204711494132876,66108.40198057416,108970.0,64.40408352294465,73.29364579773745,38.517125422897266,49.409862570735655,1.7931946792092306,35.864628500036744,2.66,180.95016456664118,Rural,1.0,1.0,179.0,18878.47
73.05339955857163,4.291327551335403,54848.74706755734,84905.0,74.43937620901296,84.94840777310534,39.46003256465599,81.69289032912974,0.30160465388669816,10.466364736657166,2.41,106.97043100567993,Rural,1.0,1.0,179.0,18712.17
38.4326846334181,3.6491684212424564,848886.913373471,113702.0,56.446540002642706,62.37881794298153,43.401037672660124,37.651083432915215,1.5241163023618682,34.1484983073978,2.9,3990.6906759192343,Urban,1.0,1.0,179.0,20000.98
95.4370232772977,4.558571363486376,275468.29743880214,114678.0,74.27905959259307,81.50913847009356,42.89064398957895,67.27193375925904,1.5905536630014427,15.375028792415774,2.62,293.1132753979151,Suburban,1.0,1.0,179.0,18647.86
17.76303867428028,2.8776826277885568,2615.5069358743335,64946.0,74.78584729981378,83.81326062379463,20.46291425565492,81.80241750395267,0.6732289488448003,10.02193094303055,2.39,7.679797827079797,Rural,1.0,1.0,179.0,18492.75
76.02275937360459,4.33116429180292,1391379.404897696,89672.0,68.85969400472821,74.64147099792801,25.084017687934303,32.02453642155688,6.115982267096451,50.601961134066606,3.17,339.82841218084593,Suburban,1.0,1.0,179.0,20596.16
0.28421750876777513,-1.2234359594388826,3460.328230280626,88724.0,58.628918575981615,71.27368534540848,33.28378226721884,41.53064902745941,9.126181230733684,23.972394758488857,2.74,1641.023330018233,Urban,1.0,1.0,179.0,18705.22
84.390155541913,4.435569244513874,31745.419090066265,108289.0,67.43114721616801,86.0677269904953,22.386651323360184,30.256146300109,0.861390335472932,61.740038754995766,3.25,47.56843327197887,Rural,1.0,1.0,179.0,19688.6
60.483813427101865,4.102541102404876,907376.0376325053,82184.0,61.53870336105772,74.40757716289681,22.901440338137302,25.625966717493608,7.624635709767183,54.56084972410843,3.21,109.01922432676587,Rural,1.0,1.0,179.0,20094.62
93.17090334758024,4.534542800992659,1892139.9091856133,102285.0,54.50784689374749,60.39398455755932,42.08987125049854,43.17514839547677,4.438430575042753,34.33736995024342,2.74,779.6730048498264,Suburban,1.0,1.0,179.0,20494.52
15.858574967577768,2.7643407364031054,61743.57784164257,141446.0,38.497173583344825,30.498952719285032,60.12076421243264,37.49266131066899,4.811908346197214,15.934790588781103,2.24,17908.372591006424,Urban,1.0,1.0,179.0,18386.0
76.55603021718787,4.33815350863525,398909.56149284006,88531.0,61.53215148338877,79.70688325948308,21.572958036625103,27.94088512298455,6.68134759771201,42.23218730632855,3.19,565.5757133478614,Suburban,1.0,1.0,179.0,19063.39
96.68350446161962,4.57154622814126,171012.5929679852,93398.0,61.89610365758469,73.84500804830584,39.201400387945306,65.4348706507606,1.0963245063697662,24.505659251259388,2.45,85.2770293155504,Rural,1.0,1.0,179.0,20058.51
37.09479628550943,3.6137462411903276,176753.91476448733,156000.0,59.08843372764954,64.03217560005324,53.071234072167506,35.75976379009529,2.0562340625419404,24.879613474701383,2.77,1660.922947976621,Urban,1.0,1.0,179.0,18799.18
40.12941352219663,3.692358732454194,101310.87712357068,95977.0,52.869226638023626,64.64767222062267,35.869939954606835,41.519454924263755,1.5388253843121797,47.61799650881243,2.83,162.39377513999023,Rural,1.0,1.0,179.0,20497.85
47.437366237369865,3.8596210174536663,570949.0863533398,159674.0,55.298433687260015,61.809051740902234,55.865627050350255,28.219400335312883,2.2565579623148673,25.09497992168327,2.85,1474.1852582790893,Urban,1.0,1.0,179.0,19330.61
54.28581674159424,3.99444718422253,78657.9164760693,109266.0,59.97749630960123,72.20049702255356,43.55796468303216,54.596065724134554,0.7480612432853045,35.003251622992174,2.6,597.6576366079091,Suburban,1.0,1.0,179.0,18774.12
36.66048276043854,3.6019721469935373,60800.55677048775,71931.0,65.35474934590685,72.55730551236394,23.266685790040857,76.46375183141105,0.8763232977516331,11.34868964605572,2.49,48.085482477061575,Rural,1.0,1.0,179.0,18094.83
7.430551518147933,2.0069449748809225,120.76912387128488,60000.0,78.27529021558873,92.28203906622201,24.404761904761905,88.83192969608203,0.2929329915781765,9.593555474185282,2.18,2.8651822134188305,Rural,1.0,1.0,179.0,18704.05
3.6769757482651144,1.3048065415968282,1356.8922092440573,55499.0,69.70434230708203,75.69582935923003,23.083615573439392,74.20951772596615,1.647123237669389,13.13364055299539,2.27,6.981306998651169,Rural,1.0,1.0,179.0,17864.41
87.73283354428703,4.474410189999906,231797.3767290963,99994.0,63.22849807445443,75.64712000244715,28.367041437079976,34.32559047433145,12.596711798839458,28.975387290827463,2.83,548.6238889375663,Suburban,1.0,1.0,179.0,18899.85
68.1179417022399,4.221387433001448,214401.39847765493,102840.0,62.19960314543985,74.67998584715902,37.8469385158651,59.140272052252485,1.454157589335354,29.442675880586933,2.5,308.27816524337334,Suburban,1.0,1.0,179.0,18692.92
11.097310187592484,2.4076034670114193,51314.076512836946,79661.0,61.00296389488658,80.12212331741208,19.136945701036627,37.515980081484834,2.6502489814395656,49.21448619284744,3.1,369.1140594191759,Suburban,1.0,1.0,179.0,19306.44
106.40894137969623,4.667383581549645,86193.10163687723,75450.0,59.18170878459688,77.01911709581614,20.20745235030949,41.99007790160754,1.5944064422911761,32.3943377352962,2.95,164.21379932835126,Rural,1.0,1.0,179.0,18594.13
96.23772233018354,4.566925308785906,56580.641842186655,61834.0,67.57726494332546,71.96969696969697,18.843192237503896,62.924297924297925,0.8257020757020758,28.171550671550673,2.63,22.21666880853619,Rural,1.0,1.0,179.0,18230.34
2.494172032785272,0.9179581540669024,434.17346029000845,53498.0,73.03182579564489,79.25387835508495,18.04651919323357,79.28364597759034,0.9190482185572202,5.8919803600654665,2.9,4.9967476790254866,Rural,1.0,1.0,179.0,18065.13
78.45517657145874,4.362654915809426,311407.32255765423,69489.0,58.618140340501036,78.77240366587563,15.839490911134213,26.293576361886107,1.293891637626268,66.05026756401149,3.31,98.6285160613852,Rural,1.0,1.0,179.0,19496.77
84.00640855195856,4.4310121196712275,36834.349639466694,72259.0,74.14617037134464,83.06182718872059,23.944468298268212,78.58145171578008,1.605525486122501,13.212326645162467,2.26,24.707428618256202,Rural,1.0,1.0,179.0,19114.68
47.31748268864458,3.857091156123922,269525.6202210762,107327.0,64.15796004243917,74.43857309155577,35.66576039958768,42.86765784799209,1.6740649369705545,43.842774130668445,2.97,455.3837378278171,Suburban,1.0,1.0,179.0,20139.44
93.05276225967327,4.533274128542858,136902.4124963919,88818.0,53.556889352818374,64.28142207179035,44.08385081248704,43.034318722392115,2.463013472187784,33.21991716487129,2.72,214.98971359976622,Suburban,1.0,1.0,179.0,18741.92
118.80335477136366,4.777553814510943,67274.372804676,73313.0,63.31824822720308,73.59167802186846,17.8964071177604,50.71076926780535,3.5147269466411486,29.955825178444613,2.91,131.45286595380423,Rural,1.0,1.0,179.0,18512.53
21.51047701505297,3.0690049011749156,94842.34930628672,91387.0,68.87394303756406,71.25492138815737,28.022549920336797,46.243573705969396,3.28122377995759,42.26346661378164,2.82,449.4643193856386,Suburban,1.0,1.0,106.0,17158.32
14.051293552103077,2.6434258844338596,9794.099842160726,51445.0,56.39269406392694,65.83659764969222,29.30637573816435,45.800787163184985,1.6954283984256735,47.83530124129579,2.37,22.853544963294564,Rural,1.0,1.0,106.0,18061.38
27.930115409737315,3.3300634844479626,165735.30038180153,97215.0,65.12387254322738,66.8674336416272,45.74243117289475,56.42213237884488,10.466533172489626,21.184092333641903,2.56,821.8099372841165,Suburban,1.0,1.0,106.0,17301.14
